-2.00E+00,-0.08
-2.00E+00,-0.08
-2.00E+00,-0.04
-2.00E+00,-0.08
-2.00E+00,-0.08
-2.00E+00,-0.04
-2.00E+00,-0.04
-2.00E+00,-0.04
-2.00E+00,-1.67E-18
-2.00E+00,-0.04
-2.00E+00,-0.04
-2.00E+00,-0.04
-2.00E+00,-1.67E-18
-1.99E+00,-1.67E-18
-1.99E+00,-0.04
-1.99E+00,-0.08
-1.99E+00,-0.08
-1.99E+00,-0.12
-1.99E+00,-0.16
-1.99E+00,-0.16
-1.99E+00,-0.2
-1.99E+00,-0.2
-1.99E+00,-0.2
-1.99E+00,-0.2
-1.99E+00,-0.24
-1.99E+00,-0.2
-1.99E+00,-0.24
-1.99E+00,-0.2
-1.99E+00,-0.2
-1.99E+00,-0.16
-1.99E+00,-0.2
-1.99E+00,-0.2
-1.99E+00,-0.2
-1.99E+00,-0.24
-1.99E+00,-0.2
-1.99E+00,-0.12
-1.99E+00,-0.16
-1.99E+00,-0.16
-1.98E+00,-0.08
-1.98E+00,-0.08
-1.98E+00,-0.08
-1.98E+00,-0.08
-1.98E+00,-0.08
-1.98E+00,-0.04
-1.98E+00,-0.04
-1.98E+00,-0.08
-1.98E+00,-0.08
-1.98E+00,-0.08
-1.98E+00,-0.08
-1.98E+00,-0.08
-1.98E+00,-0.04
-1.98E+00,-0.08
-1.98E+00,-0.04
-1.98E+00,-1.67E-18
-1.98E+00,-0.08
-1.98E+00,-0.08
-1.98E+00,-0.12
-1.98E+00,-0.08
-1.98E+00,-0.12
-1.98E+00,-0.12
-1.98E+00,-0.12
-1.98E+00,-0.12
-1.98E+00,-0.12
-1.97E+00,-0.12
-1.97E+00,-0.12
-1.97E+00,-0.08
-1.97E+00,-0.12
-1.97E+00,-0.12
-1.97E+00,-0.16
-1.97E+00,-0.2
-1.97E+00,-0.2
-1.97E+00,-0.2
-1.97E+00,-0.2
-1.97E+00,-0.24
-1.97E+00,-0.24
-1.97E+00,-0.2
-1.97E+00,-0.2
-1.97E+00,-0.24
-1.97E+00,-0.2
-1.97E+00,-0.2
-1.97E+00,-0.16
-1.97E+00,-0.16
-1.97E+00,-0.12
-1.97E+00,-0.12
-1.97E+00,-0.12
-1.97E+00,-0.12
-1.97E+00,-0.12
-1.97E+00,-0.12
-1.96E+00,-0.08
-1.96E+00,-0.08
-1.96E+00,-0.08
-1.96E+00,-0.04
-1.96E+00,-0.04
-1.96E+00,-0.04
-1.96E+00,-0.08
-1.96E+00,-0.08
-1.96E+00,-0.04
-1.96E+00,-0.08
-1.96E+00,-0.04
-1.96E+00,-0.08
-1.96E+00,-0.12
-1.96E+00,-0.08
-1.96E+00,-0.12
-1.96E+00,-0.12
-1.96E+00,-0.12
-1.96E+00,-0.16
-1.96E+00,-0.16
-1.96E+00,-0.16
-1.96E+00,-0.12
-1.96E+00,-0.12
-1.96E+00,-0.12
-1.96E+00,-0.12
-1.96E+00,-0.08
-1.95E+00,-0.12
-1.95E+00,-0.12
-1.95E+00,-0.08
-1.95E+00,-0.12
-1.95E+00,-0.12
-1.95E+00,-0.12
-1.95E+00,-0.16
-1.95E+00,-0.12
-1.95E+00,-0.12
-1.95E+00,-0.12
-1.95E+00,-0.12
-1.95E+00,-0.12
-1.95E+00,-0.08
-1.95E+00,-0.04
-1.95E+00,-0.08
-1.95E+00,-0.08
-1.95E+00,-0.08
-1.95E+00,-0.04
-1.95E+00,-1.67E-18
-1.95E+00,-1.67E-18
-1.95E+00,-1.67E-18
-1.95E+00,0.04
-1.95E+00,-1.67E-18
-1.95E+00,0.04
-1.95E+00,-1.67E-18
-1.94E+00,0.04
-1.94E+00,-1.67E-18
-1.94E+00,-1.67E-18
-1.94E+00,-1.67E-18
-1.94E+00,-1.67E-18
-1.94E+00,-1.67E-18
-1.94E+00,-0.04
-1.94E+00,-0.04
-1.94E+00,-0.08
-1.94E+00,-0.08
-1.94E+00,-0.12
-1.94E+00,-0.12
-1.94E+00,-0.16
-1.94E+00,-0.2
-1.94E+00,-0.2
-1.94E+00,-0.24
-1.94E+00,-0.24
-1.94E+00,-0.24
-1.94E+00,-0.2
-1.94E+00,-0.2
-1.94E+00,-0.2
-1.94E+00,-0.2
-1.94E+00,-0.16
-1.94E+00,-0.2
-1.94E+00,-0.12
-1.93E+00,-0.16
-1.93E+00,-0.16
-1.93E+00,-0.12
-1.93E+00,-0.16
-1.93E+00,-0.12
-1.93E+00,-0.08
-1.93E+00,-0.08
-1.93E+00,-0.08
-1.93E+00,-0.04
-1.93E+00,-0.04
-1.93E+00,-0.04
-1.93E+00,-0.04
-1.93E+00,-1.67E-18
-1.93E+00,0.04
-1.93E+00,-1.67E-18
-1.93E+00,-1.67E-18
-1.93E+00,-0.04
-1.93E+00,-1.67E-18
-1.93E+00,-0.08
-1.93E+00,-0.04
-1.93E+00,-0.08
-1.93E+00,-0.08
-1.93E+00,-0.08
-1.93E+00,-0.08
-1.93E+00,-1.67E-18
-1.92E+00,-0.08
-1.92E+00,-0.08
-1.92E+00,-0.08
-1.92E+00,-0.12
-1.92E+00,-0.12
-1.92E+00,-0.16
-1.92E+00,-0.16
-1.92E+00,-0.2
-1.92E+00,-0.2
-1.92E+00,-0.2
-1.92E+00,-0.2
-1.92E+00,-0.16
-1.92E+00,-0.2
-1.92E+00,-0.2
-1.92E+00,-0.2
-1.92E+00,-0.2
-1.92E+00,-0.2
-1.92E+00,-0.16
-1.92E+00,-0.2
-1.92E+00,-0.16
-1.92E+00,-0.12
-1.92E+00,-0.12
-1.92E+00,-0.12
-1.92E+00,-0.08
-1.92E+00,-0.08
-1.91E+00,-0.08
-1.91E+00,-0.04
-1.91E+00,-0.04
-1.91E+00,-0.04
-1.91E+00,-0.04
-1.91E+00,-1.67E-18
-1.91E+00,0.04
-1.91E+00,-1.67E-18
-1.91E+00,0.04
-1.91E+00,-1.67E-18
-1.91E+00,-1.67E-18
-1.91E+00,-0.04
-1.91E+00,-0.04
-1.91E+00,-0.08
-1.91E+00,-0.04
-1.91E+00,-0.04
-1.91E+00,-0.08
-1.91E+00,-0.08
-1.91E+00,-0.12
